year,region,country,port,port_lat,port_long,UK_country,country_lat,country_long,import_tonnage_thousand,haversine,export_tonnage_thousand
2000,America,Jamaica,Holyhead,53.310759999999995,-4.62643,Wales,-77.32425479999999,18.13763613,240.104,14386.637580697316,0.0
2000,America,Jamaica,London,51.5166,0.1166,England,-77.32425479999999,18.13763613,64.4479635,14386.637580697316,0.0
2000,America,Jamaica,Newport,51.558370000000004,-2.98625,Wales,-77.32425479999999,18.13763613,1.984447616,14386.637580697316,0.0
2000,America,Jamaica,Portsmouth,50.80806,-1.09311,England,-77.32425479999999,18.13763613,62.02839465,14386.637580697316,112.6117405
2000,America,Martinique,Felixstowe,51.94831,1.31487,England,14.633681699999999,14.633681699999999,17.568317265,4308.115986307527,0.602994661
2000,America,Mexico,Aberdeen,57.144690000000004,-2.08749,Scotland,-102.5763495,23.9353719,11.04508175,16971.868666069935,0.0
2000,America,Mexico,Bristol,51.44147,-2.55997,England,-102.5763495,23.9353719,5.500279595,16971.868666069935,4.473022276
2000,America,Mexico,Clyde,51.483768,0.42074,Scotland,-102.5763495,23.9353719,8.781370331,16971.868666069935,0.0
2000,America,Mexico,Cromarty Firth,57.62413000000001,-4.36578,Scotland,-102.5763495,23.9353719,9.301221525999999,16971.868666069935,0.0
2000,America,Mexico,Felixstowe,51.94831,1.31487,England,-102.5763495,23.9353719,20.248392086000003,16971.868666069935,225.101934
2000,America,Mexico,Forth,55.765584999999994,-3.6882358,Scotland,-102.5763495,23.9353719,3.121003455,16971.868666069935,0.0
2000,America,Mexico,Grimsby & Immingham,53.61148000000001,-0.22403,England,-102.5763495,23.9353719,824.9476323,16971.868666069935,0.0
2000,America,Mexico,Liverpool,53.46171999999999,-3.02275,England,-102.5763495,23.9353719,24.855466770000003,16971.868666069935,0.0
2000,America,Mexico,Medway,51.380951,0.52213,England,-102.5763495,23.9353719,73.38026282999999,16971.868666069935,31.59713189
2000,America,Mexico,Milford Haven,51.71278,-5.0833,Wales,-102.5763495,23.9353719,113.78478559999999,16971.868666069935,38.38048961
2000,America,Mexico,Newport,51.558370000000004,-2.98625,Wales,-102.5763495,23.9353719,2.693377752,16971.868666069935,26.95059686
2000,America,Netherlands,Boston,52.968059999999994,-0.01734,England,5.512217101,52.29870037,1.300086002,7014.360202391971,0.0
2000,America,Netherlands,Cromarty Firth,57.62413000000001,-4.36578,Scotland,5.512217101,52.29870037,1.359109736,7014.360202391971,0.0
2000,America,Netherlands,Felixstowe,51.94831,1.31487,England,5.512217101,52.29870037,0.95891328,7014.360202391971,9.508247944
2000,America,Netherlands,Manchester,53.46689,-2.27518,England,5.512217101,52.29870037,5.8606087570000005,7014.360202391971,0.0
2000,America,Netherlands,Southampton,50.90834,-1.45426,England,5.512217101,52.29870037,34.17006401,7014.360202391971,0.0
2000,America,Panama,Felixstowe,51.94831,1.31487,England,-80.10916484,8.530019389,22.786467459,14650.332081063882,14.556702808999999
2000,America,Panama,Medway,51.380951,0.52213,England,-80.10916484,8.530019389,2.066244519,14650.332081063882,18.755133536000002
2000,America,Peru,Bristol,51.44147,-2.55997,England,-74.39180582,-9.191562905,11.23514907,14020.523143545082,0.0
2000,America,Peru,Cromarty Firth,57.62413000000001,-4.36578,Scotland,-74.39180582,-9.191562905,18.59322762,14020.523143545082,0.0
2000,America,Peru,Felixstowe,51.94831,1.31487,England,-74.39180582,-9.191562905,55.707030494,14020.523143545082,40.648376115000005
2000,America,Peru,Liverpool,53.46171999999999,-3.02275,England,-74.39180582,-9.191562905,3.631374778,14020.523143545082,0.0
2000,America,Puerto Rico,Felixstowe,51.94831,1.31487,England,-66.47922228,18.23722457,1.106361243,13215.463037378086,37.56592165
2000,America,St Kitts & Nevis,London,51.5166,0.1166,England,17.256179100000004,17.256179100000004,8.011510277000001,4107.026454962201,0.0
2000,America,St Lucia,Southampton,50.90834,-1.45426,England,13.909524800000002,13.909524800000002,4.3471693,4367.003363964008,5.0264333290000005
2000,America,St Vincent & Northern Grenadines,Southampton,50.90834,-1.45426,England,13.252818,13.252818,2.611055495,4421.608586684658,3.450246107
2000,America,Suriname,Felixstowe,51.94831,1.31487,England,-55.9114563,4.120008032,1.97283129,11954.82778484916,7.558845505999999
2000,America,Suriname,Southampton,50.90834,-1.45426,England,-55.9114563,4.120008032,7.748215355,11954.82778484916,0.0
2000,America,Trinidad and Tobago,Felixstowe,51.94831,1.31487,England,-61.33036691,10.42823709,8.112198253999999,12586.121323456326,64.71464572000001
2000,America,Trinidad and Tobago,Grimsby & Immingham,53.61148000000001,-0.22403,England,-61.33036691,10.42823709,20.139683899999998,12586.121323456326,0.0
2000,America,Trinidad and Tobago,Hull,53.74154,-0.30295,England,-61.33036691,10.42823709,174.3346009,12586.121323456326,0.0
2000,America,Trinidad and Tobago,London,51.5166,0.1166,England,-61.33036691,10.42823709,26.3905021,12586.121323456326,0.0
